supplier_name,industry
江苏东华测试技术股份有限公司,仪器仪表与传感器
小熊电器股份有限公司,电气设备
宣城市华菱精工科技股份有限公司,光伏、储能与新能源设备
奥瑞德光电股份有限公司,金属与基础材料
吉林省中研高分子材料股份有限公司,化工与新材料
江苏共创人造草坪股份有限公司,橡胶与塑料制品
浙江台华新材料集团股份有限公司,纺织与工业用布
北大医药股份有限公司,医药与原料药制造
北京理工导航控制科技股份有限公司,电子元器件
广东富信科技股份有限公司,半导体
安徽安凯汽车股份有限公司,汽车零部件
中航机载系统股份有限公司,机械设备
江苏省精创电气股份有限公司,仪器仪表与传感器
山东威达机械股份有限公司,电气设备
山东丰元化学股份有限公司,光伏、储能与新能源设备
奥瑞金科技股份有限公司,金属与基础材料
呈和科技股份有限公司,化工与新材料
江苏华信新材料股份有限公司,橡胶与塑料制品
浙江嘉欣丝绸股份有限公司,纺织与工业用布
华仁药业股份有限公司,医药与原料药制造
北京石头世纪科技股份有限公司,电子元器件
广东星光发展股份有限公司,半导体
安徽江淮汽车集团股份有限公司,汽车零部件
中航沈飞股份有限公司,机械设备
河北先河环保科技股份有限公司,仪器仪表与传感器
山东山大电力技术股份有限公司,电气设备
山东圣阳电源股份有限公司,光伏、储能与新能源设备
威领新能源股份有限公司,金属与基础材料
唐山三友化工股份有限公司,化工与新材料
江苏博云塑业股份有限公司,橡胶与塑料制品
浙江大自然户外用品股份有限公司,纺织与工业用布
华兰生物工程股份有限公司,医药与原料药制造
北京经纬恒润科技股份有限公司,电子元器件
广州安凯微电子股份有限公司,半导体
富临精工股份有限公司,汽车零部件
中航直升机股份有限公司,机械设备
河南嘉晨智能控制股份有限公司,仪器仪表与传感器
山东新能泰山发电股份有限公司,电气设备
山东海科新源材料科技股份有限公司,光伏、储能与新能源设备
宁夏东方钽业股份有限公司,金属与基础材料
唐山三孚硅业股份有限公司,化工与新材料
江苏斯迪克新材料科技股份有限公司,橡胶与塑料制品
浙江尤夫高新纤维股份有限公司,纺织与工业用布
华兰生物疫苗股份有限公司,医药与原料药制造
北京航天神舟智能装备科技股份有限公司,电子元器件
广州慧智微电子股份有限公司,半导体
富奥汽车零部件股份有限公司,汽车零部件
中航航空高科技股份有限公司,机械设备
河南驰诚电气股份有限公司,仪器仪表与传感器
山东科汇电力自动化股份有限公司,电气设备
山东金晶科技股份有限公司,光伏、储能与新能源设备
宁夏建材集团股份有限公司,金属与基础材料
嘉亨家化股份有限公司,化工与新材料
江苏泛亚微透科技股份有限公司,橡胶与塑料制品
浙江康隆达特种防护科技股份有限公司,纺织与工业用布
华北制药股份有限公司,医药与原料药制造
北京雷科防务科技股份有限公司,电子元器件
康佳集团股份有限公司,半导体
山东坤泰新材料科技股份有限公司,汽车零部件
中航西安飞机工业集团股份有限公司,机械设备
浙江万胜智能科技股份有限公司,仪器仪表与传感器
常州三协电机股份有限公司,电气设备
山东鲁阳节能材料股份有限公司,光伏、储能与新能源设备
宁波富达股份有限公司,金属与基础材料
四川东材科技集团股份有限公司,化工与新材料
江苏科强新材料股份有限公司,橡胶与塑料制品
浙江彩蝶实业股份有限公司,纺织与工业用布
华润三九医药股份有限公司,医药与原料药制造
北方导航控制技术股份有限公司,电子元器件
强一半导体(苏州)股份有限公司,半导体
山东美晨科技集团股份有限公司,汽车零部件
中航重机股份有限公司,机械设备
浙江威星智能仪表股份有限公司,仪器仪表与传感器
常州市凯迪电器股份有限公司,电气设备
山西美锦能源股份有限公司,光伏、储能与新能源设备
宁波富邦精业集团股份有限公司,金属与基础材料
四川侨源气体股份有限公司,化工与新材料
江苏裕兴薄膜科技股份有限公司,橡胶与塑料制品
浙江新澳纺织股份有限公司,纺织与工业用布
华润博雅生物制药集团股份有限公司,医药与原料药制造
华勤技术股份有限公司,电子元器件
快克智能装备股份有限公司,半导体
山东金麒麟股份有限公司,汽车零部件
中船海洋与防务装备股份有限公司,机械设备
浙江宏昌电器科技股份有限公司,仪器仪表与传感器
常州神力电机股份有限公司,电气设备
常州亚玛顿股份有限公司,光伏、储能与新能源设备
宁波星源卓镁技术股份有限公司,金属与基础材料
四川发展龙蟒股份有限公司,化工与新材料
江苏通用科技股份有限公司,橡胶与塑料制品
浙江棒杰控股集团股份有限公司,纺织与工业用布
华润双鹤药业股份有限公司,医药与原料药制造
华塑控股股份有限公司,电子元器件
恒烁半导体(合肥)股份有限公司,半导体
山东隆基机械股份有限公司,汽车零部件
中路股份有限公司,机械设备
浙江蓝特光学股份有限公司,仪器仪表与传感器
常州祥明智能动力股份有限公司,电气设备
常州时创能源股份有限公司,光伏、储能与新能源设备
宁波金田铜业(集团)股份有限公司,金属与基础材料
四川和邦生物科技股份有限公司,化工与新材料
江阴海达橡塑股份有限公司,橡胶与塑料制品
浙江森马服饰股份有限公司,纺织与工业用布
华润江中药业股份有限公司,医药与原料药制造
华工科技产业股份有限公司,电子元器件
恒玄科技(上海)股份有限公司,半导体
山子高科技股份有限公司,汽车零部件
中邮科技股份有限公司,机械设备
海能未来技术集团股份有限公司,仪器仪表与传感器
常州聚和新材料股份有限公司,电气设备
常州武进中瑞电子科技股份有限公司,光伏、储能与新能源设备
宁波震裕科技股份有限公司,金属与基础材料
四川国光农化股份有限公司,化工与新材料
河北华密新材科技股份有限公司,橡胶与塑料制品
浙江步森服饰股份有限公司,纺织与工业用布
南京健友生化制药股份有限公司,医药与原料药制造
华映科技(集团)股份有限公司,电子元器件
成都华微电子科技股份有限公司,半导体
常州光洋轴承股份有限公司,汽车零部件
中重科技(天津)股份有限公司,机械设备
深圳万讯自控股份有限公司,仪器仪表与传感器
广东TCL智慧家电股份有限公司,电气设备
广东光华科技股份有限公司,光伏、储能与新能源设备
宁波韵升股份有限公司,金属与基础材料
四川宏达股份有限公司,化工与新材料
河北方大新材料股份有限公司,橡胶与塑料制品
浙江汇隆新材料股份有限公司,纺织与工业用布
南京新街口百货商店股份有限公司,医药与原料药制造
协创数据技术股份有限公司,电子元器件
扬州扬杰电子科技股份有限公司,半导体
常州星宇车灯股份有限公司,汽车零部件
中铁高新工业股份有限公司,机械设备
深圳云里物里科技股份有限公司,仪器仪表与传感器
广东万和新电气股份有限公司,电气设备
广东力王新能源股份有限公司,光伏、储能与新能源设备
安徽众源新材料股份有限公司,金属与基础材料
四川新金路集团股份有限公司,化工与新材料
浙江丰茂科技股份有限公司,橡胶与塑料制品
浙江海利得新材料股份有限公司,纺织与工业用布
南京海辰药业股份有限公司,医药与原料药制造
南亚新材料科技股份有限公司,电子元器件
拉普拉斯新能源科技股份有限公司,半导体
常州腾龙汽车零部件股份有限公司,汽车零部件
中铁高铁电气装备股份有限公司,机械设备
深圳友讯达科技股份有限公司,仪器仪表与传感器
广东小崧科技股份有限公司,电气设备
广东博力威科技股份有限公司,光伏、储能与新能源设备
安徽大地熊新材料股份有限公司,金属与基础材料
四川泸天化股份有限公司,化工与新材料
浙江众成包装材料股份有限公司,橡胶与塑料制品
浙江海正生物材料股份有限公司,纺织与工业用布
博瑞生物医药(苏州)股份有限公司,医药与原料药制造
南京华脉科技股份有限公司,电子元器件
拓荆科技股份有限公司,半导体
常州通宝光电股份有限公司,汽车零部件
中际联合(北京)科技股份有限公司,机械设备
深圳安培龙科技股份有限公司,仪器仪表与传感器
广东德尔玛科技股份有限公司,电气设备
广东德联集团股份有限公司,光伏、储能与新能源设备
安徽富煌钢构股份有限公司,金属与基础材料
四川美丰化工股份有限公司,化工与新材料
浙江伟星新型建材股份有限公司,橡胶与塑料制品
浙江真爱美家股份有限公司,纺织与工业用布
厦门特宝生物工程股份有限公司,医药与原料药制造
南京熊猫电子股份有限公司,电子元器件
斯达半导体股份有限公司,半导体
广东东箭汽车科技股份有限公司,汽车零部件
中集安瑞环科技股份有限公司,机械设备
深圳市华盛昌科技实业股份有限公司,仪器仪表与传感器
广东新亚光电缆股份有限公司,电气设备
广东正业科技股份有限公司,光伏、储能与新能源设备
安徽楚江科技新材料股份有限公司,金属与基础材料
四川达威科技股份有限公司,化工与新材料
浙江双箭橡胶股份有限公司,橡胶与塑料制品
浙江航民股份有限公司,纺织与工业用布
厦门艾德生物医药科技股份有限公司,医药与原料药制造
南通江海电容器股份有限公司,电子元器件
新亚电子股份有限公司,半导体
广东和胜工业铝材股份有限公司,汽车零部件
久祺股份有限公司,机械设备
深圳市安车检测股份有限公司,仪器仪表与传感器
广东新宝电器股份有限公司,电气设备
广东泉为科技股份有限公司,光伏、储能与新能源设备
安徽海螺水泥股份有限公司,金属与基础材料
垒知控股集团股份有限公司,化工与新材料
浙江大东南股份有限公司,橡胶与塑料制品
浙江西大门新材料股份有限公司,纺织与工业用布
古汉医药集团股份公司,医药与原料药制造
南通海星电子股份有限公司,电子元器件
新恒汇电子股份有限公司,半导体
广东迪生力汽配股份有限公司,汽车零部件
乐普(北京)医疗器械股份有限公司,机械设备
深圳市雷赛智能控制股份有限公司,仪器仪表与传感器
广东日丰电缆股份有限公司,电气设备
广东芳源新材料集团股份有限公司,光伏、储能与新能源设备
安徽鑫科新材料股份有限公司,金属与基础材料
大庆华科股份有限公司,化工与新材料
浙江天振科技股份有限公司,橡胶与塑料制品
浙江迎丰科技股份有限公司,纺织与工业用布
合肥立方制药股份有限公司,医药与原料药制造
博敏电子股份有限公司,电子元器件
无锡力芯微电子股份有限公司,半导体
广东香山衡器集团股份有限公司,汽车零部件
乔锋智能装备股份有限公司,机械设备
深圳市鼎阳科技股份有限公司,仪器仪表与传感器
广东明阳电气股份有限公司,电气设备
广东道氏技术股份有限公司,光伏、储能与新能源设备
安徽长城军工股份有限公司,金属与基础材料
大连百傲化学股份有限公司,化工与新材料
浙江天铁科技股份有限公司,橡胶与塑料制品
浙江金鹰股份有限公司,纺织与工业用布
吉林敖东药业集团股份有限公司,医药与原料药制造
卡莱特云科技股份有限公司,电子元器件
无锡华东重型机械股份有限公司,半导体
广东鸿图科技股份有限公司,汽车零部件
亚联机械股份有限公司,机械设备
湖北久之洋红外系统股份有限公司,仪器仪表与传感器
广东顺钠电气股份有限公司,电气设备
广东领益智造股份有限公司,光伏、储能与新能源设备
安徽鸿路钢结构(集团)股份有限公司,金属与基础材料
天津利安隆新材料股份有限公司,化工与新材料
浙江太湖远大新材料股份有限公司,橡胶与塑料制品
海澜之家集团股份有限公司,纺织与工业用布
吉林省西点药业科技发展股份有限公司,医药与原料药制造
厦门亿联网络技术股份有限公司,电子元器件
无锡帝科电子材料股份有限公司,半导体
广东鸿特科技股份有限公司,汽车零部件
交控科技股份有限公司,机械设备
湖南三德科技股份有限公司,仪器仪表与传感器
广东鸿智智能科技股份有限公司,电气设备
广州智光电气股份有限公司,光伏、储能与新能源设备
安泰科技股份有限公司,金属与基础材料
天津国安盟固利新材料科技股份有限公司,化工与新材料
浙江新恒泰新材料股份有限公司,橡胶与塑料制品
深圳市安奈儿股份有限公司,纺织与工业用布
吉林省集安益盛药业股份有限公司,医药与原料药制造
厦门力鼎光电股份有限公司,电子元器件
无锡新洁能股份有限公司,半导体
广州市金钟汽车零件股份有限公司,汽车零部件
产投三佳(安徽)科技股份有限公司,机械设备
瑞纳智能设备股份有限公司,仪器仪表与传感器
广州市浩洋电子股份有限公司,电气设备
广州鹏辉能源科技股份有限公司,光伏、储能与新能源设备
安阳钢铁股份有限公司,金属与基础材料
天津渤海化学股份有限公司,化工与新材料
浙江朗迪集团股份有限公司,橡胶与塑料制品
深圳市富安娜家居用品股份有限公司,纺织与工业用布
哈尔滨三联药业股份有限公司,医药与原料药制造
厦门弘信电子科技集团股份有限公司,电子元器件
无锡盛景微电子股份有限公司,半导体
广州汽车集团股份有限公司,汽车零部件
亿嘉和科技股份有限公司,机械设备
碧兴物联科技(深圳)股份有限公司,仪器仪表与传感器
广州白云电器设备股份有限公司,电气设备
弘元绿色能源股份有限公司,光伏、储能与新能源设备
宏和电子材料科技股份有限公司,金属与基础材料
天际新能源科技股份有限公司,化工与新材料
浙江海象新材料股份有限公司,橡胶与塑料制品
深圳歌力思服饰股份有限公司,纺织与工业用布
哈尔滨誉衡药业股份有限公司,医药与原料药制造
厦门恒坤新材料科技股份有限公司,电子元器件
日联科技集团股份有限公司,半导体
广西华原过滤系统股份有限公司,汽车零部件
今创集团股份有限公司,机械设备
福建福光股份有限公司,仪器仪表与传感器
广州高澜节能技术股份有限公司,电气设备
徐州中煤百甲重钢科技股份有限公司,光伏、储能与新能源设备
宏盛华源铁塔集团股份有限公司,金属与基础材料
宁夏中科生物科技股份有限公司,化工与新材料
浙江润阳新材料科技股份有限公司,橡胶与塑料制品
深圳汇洁集团股份有限公司,纺织与工业用布
哈药集团股份有限公司,医药与原料药制造
厦门法拉电子股份有限公司,电子元器件
星宸科技股份有限公司,半导体
建设工业集团(云南)股份有限公司,汽车零部件
伊之密股份有限公司,机械设备
苏州敏芯微电子技术股份有限公司,仪器仪表与传感器
康平科技(苏州)股份有限公司,电气设备
德力西新能源科技股份有限公司,光伏、储能与新能源设备
宝山钢铁股份有限公司,金属与基础材料
宁夏宝丰能源集团股份有限公司,化工与新材料
浙江福莱新材料股份有限公司,橡胶与塑料制品
湖北美尔雅股份有限公司,纺织与工业用布
四川梓橦宫药业股份有限公司,医药与原料药制造
厦门狄耐克智能科技股份有限公司,电子元器件
普冉半导体(上海)股份有限公司,半导体
怀集登云汽配股份有限公司,汽车零部件
佛山市金银河智能装备股份有限公司,机械设备
英飞特电子(杭州)股份有限公司,仪器仪表与传感器
开能健康科技集团股份有限公司,电气设备
惠州亿纬锂能股份有限公司,光伏、储能与新能源设备
宝武镁业科技股份有限公司,金属与基础材料
宁夏英力特化工股份有限公司,化工与新材料
浙江锦盛新材料股份有限公司,橡胶与塑料制品
湖南华升股份有限公司,纺织与工业用布
四川汇宇制药股份有限公司,医药与原料药制造
厦门盈趣科技股份有限公司,电子元器件
晶瑞电子材料股份有限公司,半导体
恒勃控股股份有限公司,汽车零部件
光启技术股份有限公司,机械设备
莱赛激光科技股份有限公司,仪器仪表与传感器
思源电气股份有限公司,电气设备
惠州市惠德瑞锂电科技股份有限公司,光伏、储能与新能源设备
宝鸡钛业股份有限公司,金属与基础材料
宁波博汇化工科技股份有限公司,化工与新材料
海安橡胶集团股份公司,橡胶与塑料制品
湖南梦洁家纺股份有限公司,纺织与工业用布
四川百利天恒药业股份有限公司,医药与原料药制造
合力泰科技股份有限公司,电子元器件
有研半导体硅材料股份公司,半导体
成都西菱动力科技股份有限公司,汽车零部件
兰剑智能科技股份有限公司,机械设备
赛摩智能科技集团股份有限公司,仪器仪表与传感器
惠而浦(中国)股份有限公司,电气设备
成都云图控股股份有限公司,光伏、储能与新能源设备
山东中锐产业发展股份有限公司,金属与基础材料
宁波润禾高新材料科技股份有限公司,化工与新材料
深圳市力合科创股份有限公司,橡胶与塑料制品
烟台民士达特种纸业股份有限公司,纺织与工业用布
四川科伦药业股份有限公司,医药与原料药制造
吉安满坤科技股份有限公司,电子元器件
有研新材料股份有限公司,半导体
成都豪能科技股份有限公司,汽车零部件
冀凯装备制造股份有限公司,机械设备
迈拓仪表股份有限公司,仪器仪表与传感器
成都彩虹电器(集团)股份有限公司,电气设备
成都市新筑路桥机械股份有限公司,光伏、储能与新能源设备
山东力诺医药包装股份有限公司,金属与基础材料
宁波长鸿高分子科技股份有限公司,化工与新材料
深圳市富恒新材料股份有限公司,橡胶与塑料制品
爱慕股份有限公司,纺织与工业用布
四川金石亚洲医药股份有限公司,医药与原料药制造
吉林奥来德光电材料股份有限公司,电子元器件
杭州士兰微电子股份有限公司,半导体
文灿集团股份有限公司,汽车零部件
内蒙古北方重型汽车股份有限公司,机械设备
重庆川仪自动化股份有限公司,仪器仪表与传感器
新风光电子科技股份有限公司,电气设备
新亚制程(浙江)股份有限公司,光伏、储能与新能源设备
山东华鹏玻璃股份有限公司,金属与基础材料
安徽中草香料股份有限公司,化工与新材料
深圳市杰美特科技股份有限公司,橡胶与塑料制品
牧高笛户外用品股份有限公司,纺织与工业用布
国邦医药集团股份有限公司,医药与原料药制造
同宇新材料(广东)股份有限公司,电子元器件
杭州立昂微电子股份有限公司,半导体
无锡吉冈精密科技股份有限公司,汽车零部件
内蒙古福瑞医疗科技股份有限公司,机械设备
长春奥普光电技术股份有限公司,仪器仪表与传感器
无锡亿能电力设备股份有限公司,电气设备
新华都特种电气股份有限公司,光伏、储能与新能源设备
山东南山铝业股份有限公司,金属与基础材料
安徽佳先功能助剂股份有限公司,化工与新材料
深圳市沃特新材料股份有限公司,橡胶与塑料制品
百隆东方股份有限公司,纺织与工业用布
圣湘生物科技股份有限公司,医药与原料药制造
同方股份有限公司,电子元器件
杭州美迪凯光电科技股份有限公司,半导体
无锡威孚高科技集团股份有限公司,汽车零部件
内蒙古第一机械集团股份有限公司,机械设备
青岛鼎信通讯股份有限公司,仪器仪表与传感器
无锡新宏泰电器科技股份有限公司,电气设备
新疆大全新能源股份有限公司,光伏、储能与新能源设备
山东双一科技股份有限公司,金属与基础材料
安徽元琛环保科技股份有限公司,化工与新材料
深圳市骏鼎达新材料股份有限公司,橡胶与塑料制品
盛泰智造集团股份有限公司,纺织与工业用布
基蛋生物科技股份有限公司,医药与原料药制造
哈尔滨威帝电子股份有限公司,电子元器件
杭州长川科技股份有限公司,半导体
无锡市振华汽车部件股份有限公司,汽车零部件
冰山冷热科技股份有限公司,机械设备
麦克奥迪(厦门)电气股份有限公司,仪器仪表与传感器
昇辉智能科技股份有限公司,电气设备
无锡先导智能装备股份有限公司,光伏、储能与新能源设备
山东大业股份有限公司,金属与基础材料
安徽六国化工股份有限公司,化工与新材料
深圳王子新材料股份有限公司,橡胶与塑料制品
神马实业股份有限公司,纺织与工业用布
天圣制药集团股份有限公司,医药与原料药制造
哈尔滨新光光电科技股份有限公司,电子元器件
格兰康希通信科技(上海)股份有限公司,半导体
无锡蠡湖增压技术股份有限公司,汽车零部件
冰轮环境技术股份有限公司,机械设备
星德胜科技(苏州)股份有限公司,电气设备
无锡金杨精密制造股份有限公司,光伏、储能与新能源设备
山东宏桥铝业控股股份有限公司,金属与基础材料
安徽华业香料股份有限公司,化工与新材料
深圳瑞华泰薄膜科技股份有限公司,橡胶与塑料制品
福建七匹狼实业股份有限公司,纺织与工业用布
天士力医药集团股份有限公司,医药与原料药制造
嘉兴中润光学科技股份有限公司,电子元器件
武汉精测电子集团股份有限公司,半导体
无锡贝斯特精机股份有限公司,汽车零部件
创元科技股份有限公司,机械设备
木林森股份有限公司,电气设备
日出东方控股股份有限公司,光伏、储能与新能源设备
山东恒邦冶炼股份有限公司,金属与基础材料
安徽华塑股份有限公司,化工与新材料
深圳科创新源新材料股份有限公司,橡胶与塑料制品
福建凤竹纺织科技股份有限公司,纺织与工业用布
天津力生制药股份有限公司,医药与原料药制造
四会富仕电子科技股份有限公司,电子元器件
武汉高德红外股份有限公司,半导体
无锡鑫宏业线缆科技股份有限公司,汽车零部件
北京京城机电股份有限公司,机械设备
杭州中恒电气股份有限公司,电气设备
明冠新材料股份有限公司,光伏、储能与新能源设备
山东玻纤集团股份有限公司,金属与基础材料
安徽华尔泰化工股份有限公司,化工与新材料
湖北宏裕新型包材股份有限公司,橡胶与塑料制品
稳健医疗用品股份有限公司,纺织与工业用布
天津红日药业股份有限公司,医药与原料药制造
四创电子股份有限公司,电子元器件
气派科技股份有限公司,半导体
无锡锡南科技股份有限公司,汽车零部件
北京凯腾精工制版股份有限公司,机械设备
杭州微光电子股份有限公司,电气设备
易事特集团股份有限公司,光伏、储能与新能源设备
山东省药用玻璃股份有限公司,金属与基础材料
安徽华恒生物科技股份有限公司,化工与新材料
湖北祥源新材科技股份有限公司,橡胶与塑料制品
罗莱生活科技股份有限公司,纺织与工业用布
奥美医疗用品股份有限公司,医药与原料药制造
四川中光防雷科技股份有限公司,电子元器件
江苏亿通高科技股份有限公司,半导体
无锡隆盛科技股份有限公司,汽车零部件
北京北摩高科摩擦材料股份有限公司,机械设备
杭州热威电热科技股份有限公司,电气设备
昱能科技股份有限公司,光伏、储能与新能源设备
山东钢铁股份有限公司,金属与基础材料
安徽安纳达钛业股份有限公司,化工与新材料
漯河利通液压科技股份有限公司,橡胶与塑料制品
芜湖富春染织股份有限公司,纺织与工业用布
奥锐特药业股份有限公司,医药与原料药制造
四川九洲电器股份有限公司,电子元器件
江苏先锋精密科技股份有限公司,半导体
昆山沪光汽车电器股份有限公司,汽车零部件
北京博科测试系统股份有限公司,机械设备
杭州老板电器股份有限公司,电气设备
晶澳太阳能科技股份有限公司,光伏、储能与新能源设备
山东龙泉管业股份有限公司,金属与基础材料
安徽广信农化股份有限公司,化工与新材料
爱丽家居科技股份有限公司,橡胶与塑料制品
苏州太湖雪丝绸股份有限公司,纺织与工业用布
宁波美诺华药业股份有限公司,医药与原料药制造
四川千里倍益康医疗科技股份有限公司,电子元器件
江苏华海诚科新材料股份有限公司,半导体
明阳科技(苏州)股份有限公司,汽车零部件
北京天智航医疗科技股份有限公司,机械设备
横店集团得邦照明股份有限公司,电气设备
晶科能源股份有限公司,光伏、储能与新能源设备
山西华翔集团股份有限公司,金属与基础材料
安徽森泰木塑集团股份有限公司,化工与新材料
珠海中富实业股份有限公司,橡胶与塑料制品
苏州龙杰特种纤维股份有限公司,纺织与工业用布
安徽丰原药业股份有限公司,医药与原料药制造
四川华丰科技股份有限公司,电子元器件
江苏协昌电子科技集团股份有限公司,半导体
晋拓科技股份有限公司,汽车零部件
北京安达维尔科技股份有限公司,机械设备
欧普照明股份有限公司,电气设备
杭州华塑科技股份有限公司,光伏、储能与新能源设备
山西华阳新材料股份有限公司,金属与基础材料
安徽江南化工股份有限公司,化工与新材料
珠海市派特尔科技股份有限公司,橡胶与塑料制品
金发拉比妇婴童用品股份有限公司,纺织与工业用布
安徽安科生物工程(集团)股份有限公司,医药与原料药制造
四川天微电子股份有限公司,电子元器件
江苏卓胜微电子股份有限公司,半导体
杭州新坐标科技股份有限公司,汽车零部件
北京广厦环能科技股份有限公司,机械设备
武汉中元华电科技股份有限公司,电气设备
杭州星帅尔电器股份有限公司,光伏、储能与新能源设备
山西太钢不锈钢股份有限公司,金属与基础材料
安徽皖维高新材料股份有限公司,化工与新材料
福建纳川管材科技股份有限公司,橡胶与塑料制品
锦泓时装集团股份有限公司,纺织与工业用布
安徽山河药用辅料股份有限公司,医药与原料药制造
四川天邑康和通信股份有限公司,电子元器件
江苏南大光电材料股份有限公司,半导体
杭州正强传动股份有限公司,汽车零部件
北京新兴东方航空装备股份有限公司,机械设备
武汉宏海科技股份有限公司,电气设备
杭州柯林电气股份有限公司,光伏、储能与新能源设备
山西安泰集团股份有限公司,金属与基础材料
安徽省司尔特肥业股份有限公司,化工与新材料
美新科技股份有限公司,橡胶与塑料制品
际华集团股份有限公司,纺织与工业用布
安徽峆一药业股份有限公司,医药与原料药制造
四川福蓉科技股份公司,电子元器件
江苏大港股份有限公司,半导体
杭州雷迪克节能科技股份有限公司,汽车零部件
北京星网宇达科技股份有限公司,机械设备
永臻科技股份有限公司,电气设备
杭州电缆股份有限公司,光伏、储能与新能源设备
崇义章源钨业股份有限公司,金属与基础材料
安徽神剑新材料股份有限公司,化工与新材料
